ONTOLOGY,ID,Description,Fold_Enrichment_Score,Count,pvalue,p.adjust,geneID
BP,GO:0051783,regulation of nuclear division,1.3847800288208867,7,0.2432335953991928,0.7621722726387863,STAG2/CEP85/HNRNPU/CDC26/RCC1/NUP62/CHMP1B
BP,GO:0048634,regulation of muscle organ development,1.4304321176831136,6,0.24357440872183622,0.7621722726387863,CYP26B1/TGFBR1/PAK1/FRS2/RBPJ/MTM1
MF,GO:0005253,anion channel activity,1.590741573033708,4,0.24373815013319447,0.7093548555614949,CLCC1/ANO1/PIDD1/LRRC8B
CC,GO:0010494,cytoplasmic stress granule,1.7538694182529797,3,0.24438074227767492,0.6582806492273909,CIRBP/G3BP2/PRKAA2
BP,GO:1901216,positive regulation of neuron death,1.5826057472238704,4,0.24663000649407504,0.7621722726387863,BAX/MCL1/CDK5/NUPR1
MF,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",1.4871428571428573,5,0.24667577008115305,0.7093548555614949,IDH3G/HSD17B10/HSD17B14/DHDH/AKR1C3
BP,GO:0046834,lipid phosphorylation,1.7433391434262948,3,0.24711175666671054,0.7621722726387863,IMPAD1/PIK3CA/PIP4K2A
BP,GO:0048278,vesicle docking,1.7433391434262948,3,0.24711175666671054,0.7621722726387863,NDRG4/STX12/RAB15
BP,GO:0060135,maternal process involved in female pregnancy,1.7433391434262948,3,0.24711175666671054,0.7621722726387863,VDR/ADCY7/LDOC1
MF,GO:0048306,calcium-dependent protein binding,1.740688524590164,3,0.2477606476188181,0.7093548555614949,ANXA7/NSMF/PDCD6
BP,GO:0019827,stem cell population maintenance,1.4213210850864058,6,0.24803548312513823,0.7621722726387863,KDM3A/RTF1/MED21/RBPJ/ZHX2/LDB1
BP,GO:0061572,actin filament bundle organization,1.4213210850864058,6,0.24803548312513823,0.7621722726387863,PLS3/MET/TGFBR1/MYO1B/PAK1/CLASP2
BP,GO:0098656,anion transmembrane transport,1.2913623284639222,10,0.24885680091355109,0.7621722726387863,PRKAG2/CLCC1/SLC36A1/ANO1/SLC7A1/MPC2/PRKAA2/PIDD1/LRRC8B/PRAF2
CC,GO:0016592,mediator complex,2.0856825514359763,2,0.24888734564726933,0.6582806492273909,MED4/MED21
BP,GO:0043903,"regulation of symbiosis, encompassing mutualism through parasitism",1.3402246868382326,8,0.24896000130552348,0.7621722726387863,PKN2/RAB7A/PPIE/EXOC2/VPS4A/BANF1/P4HB/CNOT7
MF,GO:0000182,rDNA binding,3.5393999999999997,1,0.24924491231303414,0.7093548555614949,TSPYL2
MF,GO:0002162,dystroglycan binding,3.5393999999999997,1,0.24924491231303414,0.7093548555614949,CLASP2
MF,GO:0004322,ferroxidase activity,3.5393999999999997,1,0.24924491231303414,0.7093548555614949,FTL
MF,GO:0004576,oligosaccharyl transferase activity,3.5393999999999997,1,0.24924491231303414,0.7093548555614949,OSTC
MF,GO:0005165,neurotrophin receptor binding,3.5393999999999997,1,0.24924491231303414,0.7093548555614949,FRS2
MF,GO:0010857,calcium-dependent protein kinase activity,3.5393999999999997,1,0.24924491231303414,0.7093548555614949,MKNK2
MF,GO:0015924,mannosyl-oligosaccharide mannosidase activity,3.5393999999999997,1,0.24924491231303414,0.7093548555614949,EDEM1
MF,GO:0016303,1-phosphatidylinositol-3-kinase activity,3.5393999999999997,1,0.24924491231303414,0.7093548555614949,PIK3CA
MF,GO:0016724,"oxidoreductase activity, oxidizing metal ions, oxygen as acceptor",3.5393999999999997,1,0.24924491231303414,0.7093548555614949,FTL
MF,GO:0016803,ether hydrolase activity,3.5393999999999997,1,0.24924491231303414,0.7093548555614949,EPHX3
MF,GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",3.5393999999999997,1,0.24924491231303414,0.7093548555614949,GATC
MF,GO:0043995,histone acetyltransferase activity (H4-K5 specific),3.5393999999999997,1,0.24924491231303414,0.7093548555614949,KANSL3
MF,GO:0043996,histone acetyltransferase activity (H4-K8 specific),3.5393999999999997,1,0.24924491231303414,0.7093548555614949,KANSL3
MF,GO:0045294,alpha-catenin binding,3.5393999999999997,1,0.24924491231303414,0.7093548555614949,PKP3
MF,GO:0046972,histone acetyltransferase activity (H4-K16 specific),3.5393999999999997,1,0.24924491231303414,0.7093548555614949,KANSL3
MF,GO:0098505,G-rich strand telomeric DNA binding,3.5393999999999997,1,0.24924491231303414,0.7093548555614949,TERF2
MF,GO:0000175,3'-5'-exoribonuclease activity,2.0820000000000003,2,0.24949638934753976,0.7093548555614949,CNOT6/CNOT7
MF,GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding,2.0820000000000003,2,0.24949638934753976,0.7093548555614949,TBP/KDM3A
BP,GO:0060562,epithelial tube morphogenesis,1.2705080299918339,11,0.2508478785119766,0.7621722726387863,NDRG4/MET/VDR/MTHFD1L/STARD13/MICAL2/BCL10/PAK1/BTRC/RBPJ/CSNK2B
CC,GO:0000235,astral microtubule,3.5077388365059594,1,0.2509259965772065,0.6582806492273909,MAPRE1
CC,GO:0005818,aster,3.5077388365059594,1,0.2509259965772065,0.6582806492273909,MAPRE1
CC,GO:0034663,endoplasmic reticulum chaperone complex,3.5077388365059594,1,0.2509259965772065,0.6582806492273909,P4HB
CC,GO:0043220,Schmidt-Lanterman incisure,3.5077388365059594,1,0.2509259965772065,0.6582806492273909,MARVELD2
BP,GO:0097193,intrinsic apoptotic signaling pathway,1.2868939467045313,10,0.25213058539591354,0.7621722726387863,USP28/BAX/PTPMT1/CDKN1A/PLAGL2/MCL1/TRIAP1/NUPR1/P4HB/PTPN1
BP,GO:0002755,MyD88-dependent toll-like receptor signaling pathway,2.066179725542275,2,0.2522535511221656,0.7621722726387863,TAB1/MAP3K7
BP,GO:0009112,nucleobase metabolic process,2.066179725542275,2,0.2522535511221656,0.7621722726387863,MTHFD1L/CMPK1
BP,GO:0030224,monocyte differentiation,2.066179725542275,2,0.2522535511221656,0.7621722726387863,THOC5/CDK6
BP,GO:0035872,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",2.066179725542275,2,0.2522535511221656,0.7621722726387863,TAB1/MAP3K7
BP,GO:0051031,tRNA transport,2.066179725542275,2,0.2522535511221656,0.7621722726387863,TOMM20/NUP62
BP,GO:1903131,mononuclear cell differentiation,2.066179725542275,2,0.2522535511221656,0.7621722726387863,THOC5/CDK6
BP,GO:0042100,B cell proliferation,1.5659467393583562,4,0.2525060460311537,0.7621722726387863,BAX/CDKN1A/IL7R/CARD11
BP,GO:0045069,regulation of viral genome replication,1.5659467393583562,4,0.2525060460311537,0.7621722726387863,PKN2/PPIE/BANF1/CNOT7
BP,GO:0051651,maintenance of location in cell,1.5659467393583562,4,0.2525060460311537,0.7621722726387863,FTL/HNRNPU/CDK5/TAPT1
BP,GO:0110020,regulation of actomyosin structure organization,1.5659467393583562,4,0.2525060460311537,0.7621722726387863,MET/TGFBR1/PAK1/CLASP2
BP,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,1.5659467393583562,4,0.2525060460311537,0.7621722726387863,CHFR/RCHY1/RNF180/GBA
BP,GO:0045137,development of primary sexual characteristics,1.33421471066407,8,0.25270699779873185,0.7621722726387863,BAX/TGFBR1/PLEKHA1/SDC1/SAFB2/AGO4/NUPR1/AKR1C3
CC,GO:0034399,nuclear periphery,1.4727147786857082,5,0.253014676248216,0.6582806492273909,STAG2/KIN/HNRNPU/NSMF/CSNK2B
BP,GO:0014823,response to activity,1.7165185412197363,3,0.25435359070964453,0.7621722726387863,GCLM/PRKAA2/TOMM20
BP,GO:0031060,regulation of histone methylation,1.7165185412197363,3,0.25435359070964453,0.7621722726387863,KDM3A/RTF1/PYGO2
BP,GO:0035308,negative regulation of protein dephosphorylation,1.7165185412197363,3,0.25435359070964453,0.7621722726387863,BOD1/PPP1R14A/PPP1R14C
BP,GO:0071806,protein transmembrane transport,1.7165185412197363,3,0.25435359070964453,0.7621722726387863,SEC62/MCL1/TOMM20
BP,GO:0071478,cellular response to radiation,1.363029557164014,7,0.255419473945815,0.7621722726387863,USP28/NEDD4/BAX/CDKN1A/INO80/NMT2/TRIAP1
MF,GO:0003730,mRNA 3'-UTR binding,1.5557802197802197,4,0.2560988218608252,0.7093548555614949,CIRBP/CARHSP1/HNRNPU/HNRNPA0
BP,GO:0071426,ribonucleoprotein complex export from nucleus,1.4642218527464943,5,0.25666539933758997,0.7621722726387863,SMG6/THOC5/WDR33/AGFG1/NUP62
BP,GO:0098727,maintenance of cell number,1.4034428324438095,6,0.2570266882177334,0.7621722726387863,KDM3A/RTF1/MED21/RBPJ/ZHX2/LDB1
BP,GO:1903829,positive regulation of cellular protein localization,1.2626653878313905,11,0.25706754812459276,0.7621722726387863,CSNK2A2/XPO4/EDEM1/STAC/PAK1/PRKAA2/DTX3L/CDK5/TRAPPC12/MYO1C/NUP62
CC,GO:0001650,fibrillar center,1.4615578485441498,5,0.2579060066839715,0.6582806492273909,SAMD4A/SESN1/CD3EAP/WDR33/B3GNT9
BP,GO:0019217,regulation of fatty acid metabolic process,1.5496347941567066,4,0.2584110204811616,0.7621722726387863,PRKAG2/LPGAT1/APPL2/PRKAA2
BP,GO:0030516,regulation of axon extension,1.5496347941567066,4,0.2584110204811616,0.7621722726387863,PAK1/ZFYVE27/CDK5/CYFIP1
BP,GO:0090277,positive regulation of peptide hormone secretion,1.5496347941567066,4,0.2584110204811616,0.7621722726387863,ANO1/CAPN10/MPC2/RASL10B
CC,GO:0000791,euchromatin,2.0307961685034503,2,0.2585525281949489,0.6582806492273909,TBP/NSMF
CC,GO:0032040,small-subunit processome,2.0307961685034503,2,0.2585525281949489,0.6582806492273909,FCF1/BTRC
BP,GO:0000050,urea cycle,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ARG2
BP,GO:0000478,endonucleolytic cleavage involved in rRNA processing,3.381021369069178,1,0.2591070339819139,0.7621722726387863,FCF1
BP,GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",3.381021369069178,1,0.2591070339819139,0.7621722726387863,FCF1
BP,GO:0000491,small nucleolar ribonucleoprotein complex assembly,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ZNHIT6
BP,GO:0001574,ganglioside biosynthetic process,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ST6GALNAC6
BP,GO:0001767,establishment of lymphocyte polarity,3.381021369069178,1,0.2591070339819139,0.7621722726387863,CYP26B1
BP,GO:0005984,disaccharide metabolic process,3.381021369069178,1,0.2591070339819139,0.7621722726387863,IDUA
BP,GO:0006054,N-acetylneuraminate metabolic process,3.381021369069178,1,0.2591070339819139,0.7621722726387863,AMDHD2
BP,GO:0006620,posttranslational protein targeting to endoplasmic reticulum membrane,3.381021369069178,1,0.2591070339819139,0.7621722726387863,SEC62
BP,GO:0008655,pyrimidine-containing compound salvage,3.381021369069178,1,0.2591070339819139,0.7621722726387863,TK2
BP,GO:0009113,purine nucleobase biosynthetic process,3.381021369069178,1,0.2591070339819139,0.7621722726387863,MTHFD1L
BP,GO:0009151,purine deoxyribonucleotide metabolic process,3.381021369069178,1,0.2591070339819139,0.7621722726387863,NUDT15
BP,GO:0010172,embryonic body morphogenesis,3.381021369069178,1,0.2591070339819139,0.7621722726387863,CLASP2
BP,GO:0014883,transition between fast and slow fiber,3.381021369069178,1,0.2591070339819139,0.7621722726387863,GTF2IRD2
BP,GO:0019042,viral latency,3.381021369069178,1,0.2591070339819139,0.7621722726387863,BANF1
BP,GO:0019371,cyclooxygenase pathway,3.381021369069178,1,0.2591070339819139,0.7621722726387863,AKR1C3
BP,GO:0021670,lateral ventricle development,3.381021369069178,1,0.2591070339819139,0.7621722726387863,CDK6
BP,GO:0030309,poly-N-acetyllactosamine metabolic process,3.381021369069178,1,0.2591070339819139,0.7621722726387863,B3GNT9
BP,GO:0031987,locomotion involved in locomotory behavior,3.381021369069178,1,0.2591070339819139,0.7621722726387863,MYO5A
BP,GO:0032351,negative regulation of hormone metabolic process,3.381021369069178,1,0.2591070339819139,0.7621722726387863,AKR1C3
BP,GO:0032494,response to peptidoglycan,3.381021369069178,1,0.2591070339819139,0.7621722726387863,CARD9
BP,GO:0033089,positive regulation of T cell differentiation in thymus,3.381021369069178,1,0.2591070339819139,0.7621722726387863,IL7R
BP,GO:0033148,positive regulation of intracellular estrogen receptor signaling pathway,3.381021369069178,1,0.2591070339819139,0.7621722726387863,PAK1
BP,GO:0033234,negative regulation of protein sumoylation,3.381021369069178,1,0.2591070339819139,0.7621722726387863,HMG20A
BP,GO:0033235,positive regulation of protein sumoylation,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ARNT
BP,GO:0033327,Leydig cell differentiation,3.381021369069178,1,0.2591070339819139,0.7621722726387863,PLEKHA1
BP,GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ACAD11
BP,GO:0033860,regulation of NAD(P)H oxidase activity,3.381021369069178,1,0.2591070339819139,0.7621722726387863,RFK
BP,GO:0034379,very-low-density lipoprotein particle assembly,3.381021369069178,1,0.2591070339819139,0.7621722726387863,P4HB
BP,GO:0034776,response to histamine,3.381021369069178,1,0.2591070339819139,0.7621722726387863,DIAPH1
BP,GO:0035246,peptidyl-arginine N-methylation,3.381021369069178,1,0.2591070339819139,0.7621722726387863,PRMT2
BP,GO:0035542,regulation of SNARE complex assembly,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ANKRD27
BP,GO:0035739,"CD4-positive, alpha-beta T cell proliferation",3.381021369069178,1,0.2591070339819139,0.7621722726387863,ARG2
BP,GO:0036444,calcium import into the mitochondrion,3.381021369069178,1,0.2591070339819139,0.7621722726387863,PSEN2
BP,GO:0042023,DNA endoreduplication,3.381021369069178,1,0.2591070339819139,0.7621722726387863,STAG2
BP,GO:0043097,pyrimidine nucleoside salvage,3.381021369069178,1,0.2591070339819139,0.7621722726387863,TK2
BP,GO:0043619,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ARNT
BP,GO:0045793,positive regulation of cell size,3.381021369069178,1,0.2591070339819139,0.7621722726387863,CDK4
BP,GO:0046348,amino sugar catabolic process,3.381021369069178,1,0.2591070339819139,0.7621722726387863,AMDHD2
BP,GO:0046512,sphingosine biosynthetic process,3.381021369069178,1,0.2591070339819139,0.7621722726387863,GBA
BP,GO:0046607,positive regulation of centrosome cycle,3.381021369069178,1,0.2591070339819139,0.7621722726387863,NUP62
BP,GO:0046886,positive regulation of hormone biosynthetic process,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ARNT
BP,GO:0048096,chromatin-mediated maintenance of transcription,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ZMIZ2
BP,GO:0048548,regulation of pinocytosis,3.381021369069178,1,0.2591070339819139,0.7621722726387863,APPL2
BP,GO:0051573,negative regulation of histone H3-K9 methylation,3.381021369069178,1,0.2591070339819139,0.7621722726387863,KDM3A
BP,GO:0060379,cardiac muscle cell myoblast differentiation,3.381021369069178,1,0.2591070339819139,0.7621722726387863,RBPJ
BP,GO:0060525,prostate glandular acinus development,3.381021369069178,1,0.2591070339819139,0.7621722726387863,FRS2
BP,GO:0060837,blood vessel endothelial cell differentiation,3.381021369069178,1,0.2591070339819139,0.7621722726387863,RBPJ
BP,GO:0061314,Notch signaling involved in heart development,3.381021369069178,1,0.2591070339819139,0.7621722726387863,RBPJ
BP,GO:0070475,rRNA base methylation,3.381021369069178,1,0.2591070339819139,0.7621722726387863,TRMT112
BP,GO:0070673,response to interleukin-18,3.381021369069178,1,0.2591070339819139,0.7621722726387863,CLDN1
BP,GO:0071372,cellular response to follicle-stimulating hormone stimulus,3.381021369069178,1,0.2591070339819139,0.7621722726387863,GCLM
BP,GO:0072611,interleukin-13 secretion,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ARG2
BP,GO:0090657,telomeric loop disassembly,3.381021369069178,1,0.2591070339819139,0.7621722726387863,TERF2
BP,GO:0098883,synapse pruning,3.381021369069178,1,0.2591070339819139,0.7621722726387863,CDK5
BP,GO:0099149,regulation of postsynaptic neurotransmitter receptor internalization,3.381021369069178,1,0.2591070339819139,0.7621722726387863,USP46
BP,GO:0099151,regulation of postsynaptic density assembly,3.381021369069178,1,0.2591070339819139,0.7621722726387863,IL1RAP
BP,GO:1900102,negative regulation of endoplasmic reticulum unfolded protein response,3.381021369069178,1,0.2591070339819139,0.7621722726387863,PTPN1
BP,GO:1901077,regulation of relaxation of muscle,3.381021369069178,1,0.2591070339819139,0.7621722726387863,PDE4B
BP,GO:1902805,positive regulation of synaptic vesicle transport,3.381021369069178,1,0.2591070339819139,0.7621722726387863,CDK5
BP,GO:1902946,protein localization to early endosome,3.381021369069178,1,0.2591070339819139,0.7621722726387863,DTX3L
BP,GO:1903441,protein localization to ciliary membrane,3.381021369069178,1,0.2591070339819139,0.7621722726387863,LZTFL1
BP,GO:1904321,response to forskolin,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ADCY1
BP,GO:1904322,cellular response to forskolin,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ADCY1
BP,GO:1904468,negative regulation of tumor necrosis factor secretion,3.381021369069178,1,0.2591070339819139,0.7621722726387863,ARG2
BP,GO:1905383,protein localization to presynapse,3.381021369069178,1,0.2591070339819139,0.7621722726387863,TERF2
BP,GO:1905668,positive regulation of protein localization to endosome,3.381021369069178,1,0.2591070339819139,0.7621722726387863,DTX3L
BP,GO:2000561,"regulation of CD4-positive, alpha-beta T cell proliferation",3.381021369069178,1,0.2591070339819139,0.7621722726387863,ARG2
BP,GO:2000786,positive regulation of autophagosome assembly,3.381021369069178,1,0.2591070339819139,0.7621722726387863,PIP4K2A
BP,GO:2001269,positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,3.381021369069178,1,0.2591070339819139,0.7621722726387863,BAX
BP,GO:0043406,positive regulation of MAP kinase activity,1.2973686648753824,9,0.2598625947888006,0.7621722726387863,MAP4K5/TAB1/TGFBR1/TAOK3/MAP3K7/PAK1/FRS2/MAP4K2/PTPN1
MF,GO:0001103,RNA polymerase II repressing transcription factor binding,2.0225142857142857,2,0.2600467928790864,0.7093548555614949,TBP/RBPJ
BP,GO:0002819,regulation of adaptive immune response,1.394671314741036,6,0.2615551706294696,0.7621722726387863,RC3H2/ADCY7/MAP3K7/DUSP10/FAM49B/IL7R
BP,GO:1903305,regulation of regulated secretory pathway,1.394671314741036,6,0.2615551706294696,0.7621722726387863,SNX4/VAMP7/RAB15/SNAPIN/ADCY1/CDK5
BP,GO:1905207,regulation of cardiocyte differentiation,1.690510684534589,3,0.2616249267703458,0.7621722726387863,PAK1/FRS2/RBPJ
BP,GO:0071166,ribonucleoprotein complex localization,1.4527826195219125,5,0.26176085106978353,0.7621722726387863,SMG6/THOC5/WDR33/AGFG1/NUP62
BP,GO:0001662,behavioral fear response,2.010337030257349,2,0.2622886963053117,0.7621722726387863,ALS2/USP46
BP,GO:0006296,"nucleotide-excision repair, DNA incision, 5'-to lesion",2.010337030257349,2,0.2622886963053117,0.7621722726387863,GTF2H1/ERCC5
BP,GO:0006921,cellular component disassembly involved in execution phase of apoptosis,2.010337030257349,2,0.2622886963053117,0.7621722726387863,BAX/CAPN10
BP,GO:0031111,negative regulation of microtubule polymerization or depolymerization,2.010337030257349,2,0.2622886963053117,0.7621722726387863,MAPRE1/CLASP2
BP,GO:0043029,T cell homeostasis,2.010337030257349,2,0.2622886963053117,0.7621722726387863,RC3H2/BAX
BP,GO:0043243,positive regulation of protein complex disassembly,2.010337030257349,2,0.2622886963053117,0.7621722726387863,EIF5A2/GBA
BP,GO:0050691,regulation of defense response to virus by host,2.010337030257349,2,0.2622886963053117,0.7621722726387863,DTX3L/TRIM44
BP,GO:0060323,head morphogenesis,2.010337030257349,2,0.2622886963053117,0.7621722726387863,PLEKHA1/ASPH
BP,GO:0006399,tRNA metabolic process,1.3489048985405527,7,0.2636418952489805,0.7621722726387863,HSD17B10/DUS2/TSEN34/TRMT112/SEPHS2/TRMT2B/GATC
BP,GO:0051047,positive regulation of secretion,1.216535726253863,14,0.26391920765794,0.7621722726387863,RAB7A/SNX4/SDC1/VAMP7/ANO1/VPS4A/RAB15/CAPN10/MPC2/CLASP2/CDK5/IL1RAP/MYO18A/RASL10B
